MotorSpeed,Voltage,Current,Temperature,NumberOfStarts,RunTime,Vibration,Age,MotorLoad,FaultHistory,RUL
1409.09,439.3,5.46,44.51,5,940.45,0.147,9468.58,48.24,0,0.0
1554.62,444.87,6.67,62.58,10,735.43,0.558,4833.06,70.91,0,1262.04
1399.7,440.64,4.99,71.04,10,1056.06,0.563,7649.36,80.1,0,0.0
1389.29,420.25,5.67,64.75,38,1176.74,0.633,5752.98,74.28,2,82.9
1507.91,430.61,3.91,59.98,27,953.09,0.635,4169.44,35.87,0,1913.54
1489.58,438.56,4.61,54.11,21,1421.06,0.854,3918.9,59.52,0,2112.96
1481.21,427.9,5.7,49.08,8,756.29,0.156,4989.09,83.33,0,1441.94
1481.42,446.0,5.85,68.35,1,913.91,0.259,3310.29,58.06,0,2876.51
1449.39,455.31,4.71,69.14,28,1088.8,0.632,3704.2,62.93,2,2088.2
1405.14,452.19,4.93,44.54,49,1117.89,0.279,4365.41,81.69,1,1949.73
1453.79,437.87,3.48,75.9,39,1014.17,0.209,5440.02,72.9,0,696.66
1416.14,454.91,4.64,65.74,14,616.47,0.873,7739.0,52.75,0,0.0
1498.76,441.49,5.89,74.0,21,1701.4,0.176,4272.57,91.63,0,1899.47
1442.65,436.63,5.58,46.58,30,929.21,0.43,5692.28,33.01,0,627.06
1408.73,433.87,5.5,46.34,21,1033.08,0.488,2558.15,99.64,0,3734.37
1433.93,436.98,5.05,58.51,49,1185.03,0.762,6590.43,29.51,0,0.0
1470.65,436.12,5.01,65.03,9,809.05,0.126,2417.48,21.2,2,3669.13
1421.81,441.7,4.34,77.96,17,1017.08,0.583,6197.58,91.2,0,0.0
1408.89,441.61,5.7,67.06,5,796.84,0.322,4878.61,39.6,1,1189.82
1462.18,440.03,5.42,57.57,31,1124.67,0.626,4819.02,78.38,0,1292.49
1462.25,444.37,5.49,49.74,40,917.19,0.319,4549.6,84.88,0,1793.71
1424.65,451.91,4.47,72.3,38,1080.62,0.814,3048.12,88.72,1,2721.65
1426.45,449.5,2.85,50.35,43,686.04,0.32,3127.59,99.33,0,3208.97
1461.6,425.15,6.1,76.28,19,751.33,0.008,6254.78,43.52,1,0.0
1377.6,414.46,4.52,57.16,36,590.46,0.342,5017.91,76.82,0,1239.42
1379.63,449.34,4.14,75.91,33,786.84,0.448,4538.66,29.23,0,1478.41
1414.08,426.33,5.69,66.79,13,227.94,0.716,5665.1,52.54,1,208.77
1439.33,437.75,4.61,58.63,14,907.87,0.248,5151.97,87.84,0,1137.58
1465.55,428.3,6.06,54.81,33,839.73,0.252,3810.6,49.41,1,2415.2
1523.77,421.98,5.62,56.59,29,1045.27,0.692,8691.49,67.29,2,0.0
1492.88,445.41,5.68,64.28,43,1013.38,0.225,6111.13,60.3,0,133.56
1442.0,447.59,3.63,60.77,49,1377.12,0.464,5190.6,71.68,0,969.58
1449.05,434.23,6.21,54.06,36,1778.29,0.468,4229.58,97.83,0,1995.66
1399.87,414.09,5.26,58.34,44,1341.26,0.544,6429.14,24.46,0,0.0
1449.07,434.54,4.63,60.79,10,864.07,0.35,3818.65,65.92,1,2298.48
1435.57,443.92,5.14,38.71,31,851.98,0.315,3692.34,89.04,0,2763.23
1466.14,425.21,3.22,64.58,6,1260.6,0.567,7539.99,58.51,0,0.0
1408.64,441.83,5.41,50.2,1,495.0,0.321,5046.01,26.28,1,1191.56
1475.97,439.85,3.97,48.47,7,905.44,0.228,3854.98,64.84,0,2546.35
1526.64,445.79,3.65,43.13,27,928.55,0.746,5008.53,46.57,1,1087.43
1444.56,441.2,3.48,42.06,21,1175.24,0.598,6275.28,32.4,0,5.3
1470.09,430.27,6.11,46.45,28,1184.16,0.854,5931.88,87.92,2,0.0
1484.51,451.97,4.37,52.91,16,776.63,0.657,6461.39,61.73,0,0.0
1429.94,438.41,6.53,79.53,46,875.69,0.246,3125.67,94.66,0,2955.82
1461.2,439.73,4.46,54.74,23,1133.53,0.519,6423.72,84.48,0,0.0
1450.63,430.67,3.29,61.78,20,760.32,0.297,4731.41,75.44,0,1502.38
1454.88,435.57,3.88,64.0,38,1361.84,0.17,5133.65,20.4,2,941.46
1411.35,431.15,6.24,61.31,25,1182.75,0.411,6814.24,54.23,0,0.0
1451.23,438.27,4.84,59.23,28,1051.45,0.696,6054.09,35.8,1,0.0
1474.9,457.12,4.45,48.05,5,1117.28,0.555,5526.58,92.86,0,715.46
1522.56,426.28,5.16,74.51,21,859.93,0.222,2024.0,33.97,0,4119.99
1497.96,423.86,5.5,78.07,18,812.11,0.404,4931.75,42.88,0,1085.77
1557.66,454.71,6.12,43.17,47,872.58,0.471,3822.99,61.35,0,2509.57
1411.63,437.91,6.45,49.76,6,1149.99,0.162,6066.57,41.07,0,354.75
1493.62,433.31,4.64,57.2,29,1060.3,0.643,6486.44,36.79,0,0.0
1459.17,450.4,3.67,50.35,19,873.19,0.454,4546.95,67.93,2,1522.37
1559.49,433.94,4.59,65.06,33,1224.87,0.222,3999.44,27.11,0,2239.03
1409.59,458.26,5.26,52.72,1,947.82,0.211,7334.45,24.65,0,0.0
1408.01,446.78,4.04,81.65,45,792.01,0.72,4095.28,49.78,0,1728.15
1420.03,435.12,4.04,71.91,3,1076.3,0.424,3208.19,77.65,0,2860.83
1343.81,461.57,5.34,62.13,42,696.09,0.738,3750.99,64.38,2,2058.71
1423.71,433.94,4.95,70.27,21,493.83,0.814,4167.5,53.83,0,1722.58
1412.04,447.42,5.03,71.06,35,998.47,0.704,3707.96,65.26,0,2229.21
1457.52,442.99,4.24,54.36,41,802.78,0.393,6268.09,49.24,0,0.0
1467.09,453.02,4.77,51.84,40,923.75,0.0,1703.13,94.89,0,4778.28
1543.81,455.62,4.08,60.78,3,709.98,0.563,3676.16,24.39,0,2434.73
1497.52,440.32,5.89,68.62,25,1362.68,0.918,4928.75,73.87,0,925.92
1421.15,432.47,6.04,61.39,45,801.55,0.493,5315.37,91.3,0,824.26
1405.08,444.6,3.15,44.23,38,870.4,0.102,7537.75,84.31,0,0.0
1474.6,433.22,4.07,51.97,45,1113.36,0.365,7317.86,34.72,1,0.0
1383.99,460.13,3.5,59.26,20,587.02,0.463,2598.89,43.67,0,3576.88
1541.57,441.37,4.35,59.24,44,564.84,0.28,2137.93,77.36,1,4029.44
1508.97,436.35,4.92,79.73,45,1114.29,0.0,5037.46,26.74,0,1165.29
1426.54,441.85,3.55,46.14,34,866.52,0.48,3990.22,84.95,1,2208.16
1364.34,426.53,4.08,65.06,21,729.55,0.343,3211.96,77.51,0,2965.97
1517.69,430.28,4.0,74.89,48,1181.01,0.855,5024.18,78.37,0,799.64
1444.27,452.0,5.21,82.71,23,756.42,0.52,5346.05,28.02,0,566.71
1511.89,433.43,5.07,55.96,6,917.65,0.594,3741.55,77.42,0,2401.93
1370.28,429.53,4.28,64.91,13,731.16,0.476,4063.87,74.39,0,2048.89
1420.03,445.37,5.18,65.7,49,1091.03,0.519,3856.94,86.47,0,2226.71
1450.26,451.86,4.45,61.95,23,1399.62,0.17,4382.76,23.33,0,1912.92
1452.35,447.19,4.73,59.01,9,441.69,0.292,5812.17,21.85,0,451.74
1427.5,449.96,6.67,64.36,17,1033.8,0.718,3383.14,49.84,0,2614.4
1481.14,432.43,6.34,34.68,2,1256.98,0.542,4038.97,31.9,1,2243.31
1396.62,425.78,3.7,66.82,19,873.56,0.42,4401.08,64.67,0,1720.57
1442.88,455.01,5.83,61.26,19,660.69,0.597,4989.87,93.39,0,1098.89
1456.01,436.77,5.81,57.78,7,1126.29,0.601,5413.98,51.32,0,707.68
1475.72,437.49,3.85,80.47,42,1300.5,0.898,8063.39,87.6,0,0.0
1485.58,453.28,5.82,53.25,42,1267.16,0.533,5858.19,20.02,0,343.0
1393.77,445.56,6.54,55.97,20,1109.77,0.287,5893.9,33.48,1,302.66
1373.29,444.56,3.88,79.92,9,1029.37,0.477,4600.08,22.43,0,1362.33
1513.88,461.65,4.08,51.68,17,730.3,0.622,3530.2,46.25,0,2642.25
1466.62,433.56,6.02,54.5,27,1259.57,0.699,4207.68,92.66,0,1897.77
1412.58,449.28,5.27,58.53,47,1242.99,0.177,3934.5,27.76,0,2391.7
1527.56,440.57,5.55,68.41,2,658.58,0.551,5588.35,68.51,1,352.21
1455.78,442.69,5.34,62.08,36,1109.34,0.321,2523.08,56.12,1,3595.87
1508.96,455.28,5.39,47.07,19,1195.85,0.387,5888.8,95.08,0,447.13
1453.38,445.08,3.67,54.68,17,1264.63,0.669,4824.14,29.8,0,1294.49
1553.04,445.38,6.05,53.93,5,977.5,0.649,6100.02,36.96,0,36.09
1537.77,450.73,6.17,59.23,39,742.73,0.364,3914.14,22.36,0,2311.4
1437.55,436.35,4.77,64.26,18,849.37,0.468,3647.95,54.71,0,2475.25
1498.58,431.61,4.96,64.18,7,697.83,0.393,4390.0,42.23,1,1671.79
1482.27,429.55,3.47,42.24,17,984.68,1.078,4354.03,89.59,0,1684.4
1518.43,420.34,5.51,70.64,39,925.93,0.556,6209.52,68.4,0,0.0
1401.75,460.56,5.57,62.53,36,1643.51,0.332,6195.21,69.13,0,13.48
1484.3,428.97,4.94,73.85,40,1268.4,0.764,7857.53,62.55,1,0.0
1502.92,437.79,6.12,64.44,45,1290.86,0.771,4256.76,27.35,0,1713.07
1362.06,437.23,4.67,71.01,4,1141.41,0.858,0.0,55.6,1,5760.7
1390.84,443.07,5.56,64.67,38,889.8,0.918,4385.87,99.96,0,1508.68
1348.04,448.16,3.98,73.46,25,917.38,0.642,5345.99,86.82,0,598.62
1436.53,448.6,4.98,65.22,5,944.84,0.43,6071.8,91.48,1,0.0
1485.88,434.17,4.83,59.02,30,1056.47,0.459,5455.41,85.86,1,624.65
1525.12,438.33,5.23,82.72,12,1116.75,0.442,4255.58,28.24,0,1696.38
1453.7,442.83,4.63,68.89,4,1000.21,0.419,7571.25,38.2,0,0.0
1531.43,437.51,4.87,65.74,24,912.82,0.748,3449.4,20.25,1,2419.24
1380.99,456.07,5.83,47.24,29,821.77,0.5,4588.03,44.28,0,1689.53
1364.83,444.91,4.56,47.12,9,582.21,0.694,3380.14,28.69,0,2801.55
1447.22,447.35,3.39,62.93,4,1385.01,0.635,5029.37,57.82,2,823.71
1469.2,446.63,6.75,61.46,24,1661.66,0.28,7383.51,74.17,0,0.0
1448.37,451.73,6.38,53.86,14,1359.8,0.157,4788.61,89.96,0,1594.52
1346.63,441.81,3.71,61.41,5,622.28,0.253,4797.8,79.94,0,1461.77
1445.54,427.03,5.69,75.89,18,1236.1,0.415,2456.06,95.09,0,3577.75
1384.78,444.0,4.5,66.95,42,1307.13,0.527,4569.51,24.31,0,1497.52
1483.48,433.49,5.26,48.59,19,878.97,0.37,6725.73,20.97,0,0.0
1468.33,434.71,5.29,58.88,12,1146.68,0.641,4624.65,72.91,0,1466.2
1403.01,445.86,4.77,51.95,18,863.11,0.394,4523.31,43.15,0,1759.95
1424.31,452.38,4.22,56.12,17,1458.68,0.551,6658.57,40.28,0,0.0
1397.04,440.21,4.31,55.86,30,1109.61,0.524,4529.65,46.47,0,1649.95
1446.87,443.09,4.08,55.22,24,724.85,0.847,6938.08,41.58,2,0.0
1497.76,457.02,4.17,47.45,11,1200.94,0.305,3073.04,60.91,0,3300.0
1400.71,442.41,4.93,58.72,35,1317.63,0.942,6016.78,55.21,2,0.0
1475.2,466.02,4.28,54.39,23,1059.44,0.381,7469.49,60.99,0,0.0
1423.49,445.66,5.68,30.71,17,1143.83,0.232,6511.79,73.82,1,0.0
1410.36,422.39,6.49,80.53,1,979.07,0.457,2199.09,50.97,0,3767.3
1444.65,447.53,4.42,70.89,15,659.72,1.148,4042.55,40.1,0,1674.56
1398.24,443.81,5.24,56.24,32,954.48,0.679,4637.07,33.3,1,1361.04
1422.32,452.9,5.5,60.19,9,1156.91,0.621,6514.93,47.96,1,0.0
1390.11,446.73,5.47,48.28,15,961.59,0.659,3002.57,79.34,0,3185.07
1548.24,438.62,5.08,76.96,28,1240.23,0.346,3471.59,80.54,1,2485.79
1451.76,427.76,5.74,78.97,24,882.35,0.565,2592.27,73.35,0,3335.39
1415.01,437.91,5.48,61.57,35,902.02,0.501,3761.3,38.72,1,2272.78
1460.7,431.49,3.76,70.24,22,1249.34,0.862,3122.59,67.05,0,2744.15
1444.38,434.19,5.87,61.75,27,1066.56,0.478,7396.86,65.66,0,0.0
1438.95,445.89,5.89,46.63,19,876.48,0.424,4028.93,58.74,0,2292.57
1480.71,456.7,4.24,55.88,45,1310.14,0.267,6036.39,64.0,0,271.27
1487.88,443.95,5.04,61.32,12,793.38,0.528,5026.95,59.34,1,995.85
1423.47,428.04,5.68,55.45,20,781.92,0.559,5005.94,65.24,0,1160.22
1421.21,444.45,4.79,57.81,1,151.17,0.26,4112.83,77.24,0,2179.19
1436.25,451.97,6.07,59.09,21,833.81,0.591,6155.03,28.77,0,0.0
1334.9,433.9,7.36,59.19,49,1392.62,0.547,5231.52,79.97,0,903.25
1374.24,438.66,4.21,60.52,45,378.31,0.703,5145.12,30.87,0,898.31
1518.34,440.15,3.62,49.39,1,714.42,0.742,4109.87,25.33,0,2024.95
1532.25,432.15,5.3,52.83,10,1131.72,0.519,4355.34,98.09,2,1656.94
1437.55,446.48,5.72,47.15,47,326.54,0.293,5883.37,96.56,0,498.73
1478.83,438.79,4.77,69.78,32,846.79,0.334,5345.08,24.83,0,790.2
1465.56,444.2,6.45,38.94,39,1342.26,0.852,5185.21,55.46,1,899.14
1603.94,431.13,3.66,71.54,22,1612.91,0.533,3868.94,34.9,0,2149.16
1505.98,435.63,5.69,73.86,18,1087.07,0.849,7916.16,58.83,2,0.0
1443.6,447.22,4.39,56.98,48,722.06,0.6,4280.44,86.41,1,1749.92
1402.22,436.27,6.72,33.97,46,711.96,0.651,4954.62,96.05,0,1380.32
1369.68,457.27,6.99,56.39,32,1043.47,0.688,4719.45,70.74,0,1372.81
1460.17,436.0,4.23,59.36,27,1084.29,0.255,7932.07,48.31,0,0.0
1412.18,442.25,4.45,49.89,28,1557.38,0.561,4563.78,68.27,0,1656.59
1378.89,449.33,5.86,54.85,18,1291.24,0.253,4426.49,44.96,1,1798.73
1417.67,425.82,4.61,75.3,39,1025.23,0.443,5177.47,92.79,0,848.0
1395.92,422.39,4.95,66.65,49,899.44,0.628,3959.69,89.63,0,2059.8
1534.36,424.74,5.03,50.75,29,1904.41,0.295,5167.4,64.66,0,1177.59
1494.08,452.63,3.08,44.02,18,1187.98,0.612,8557.41,45.98,0,0.0
1449.6,434.48,4.99,56.73,44,799.37,0.2,5449.54,43.47,0,883.0
1524.0,465.58,4.31,57.87,8,932.61,0.729,5394.87,22.67,1,562.14
1453.87,434.36,4.51,64.96,31,736.76,0.367,3923.14,85.27,0,2243.68
1406.94,441.85,6.44,54.65,34,278.64,0.295,7563.81,56.03,0,0.0
1526.16,455.42,3.74,65.11,7,1093.8,0.213,7908.55,46.01,0,0.0
1476.95,460.06,5.81,79.35,36,1534.74,0.384,6279.02,57.69,1,0.0
1398.14,460.62,4.72,68.16,18,510.83,0.118,5980.75,85.5,0,278.46
1440.48,452.08,4.72,59.52,38,1016.58,0.39,4647.85,29.97,1,1461.8
1406.22,450.24,5.79,58.17,9,787.93,0.72,5587.01,88.61,0,471.36
1380.86,445.93,5.34,56.43,9,1156.45,0.462,3747.26,91.8,2,2257.27
1496.31,447.78,5.57,71.81,46,948.3,0.264,3310.83,95.74,0,2838.86
1545.47,434.49,5.97,53.73,8,591.98,0.545,2768.96,51.8,0,3421.14
1380.07,431.82,4.67,60.45,35,705.67,0.528,5616.01,37.37,0,515.68
1478.15,439.97,4.39,60.51,18,750.91,0.891,2932.44,49.89,0,3016.78
1417.47,438.3,3.91,54.98,5,1403.3,0.658,4250.55,46.63,0,1870.56
1425.64,435.47,4.17,46.28,14,1387.98,0.561,4908.16,34.09,0,1348.53
1420.38,446.96,7.95,63.23,28,906.6,0.681,6492.94,68.58,0,0.0
1406.8,449.55,6.24,59.39,30,1368.34,0.473,4132.67,58.13,0,2036.87
1452.43,440.88,3.65,65.0,4,948.04,0.485,6669.91,89.26,2,0.0
1408.45,454.78,3.68,54.66,39,902.0,0.832,6408.74,22.57,0,0.0
1463.52,428.58,5.48,72.21,20,1017.14,0.173,3393.04,71.51,1,2698.44
1447.49,438.06,5.55,51.23,25,1085.45,0.694,6684.24,81.04,0,0.0
1438.05,432.83,5.55,77.12,28,833.37,0.478,4574.63,80.76,0,1415.25
1404.62,421.33,4.75,42.52,12,1006.56,0.442,4251.57,90.89,0,2102.34
1421.16,439.17,4.87,64.35,2,1236.2,0.389,4580.97,78.32,0,1580.84
1487.77,438.78,5.33,64.75,43,1038.86,0.531,4994.74,94.22,2,892.35
1475.05,455.13,5.09,52.04,14,1012.83,0.491,4377.43,46.61,0,1856.48
1401.12,446.31,2.78,64.24,22,1148.25,0.417,3740.46,60.26,1,2308.57
1454.97,429.76,4.77,72.8,31,1200.01,0.359,3873.12,21.13,2,2019.2
1487.57,458.54,4.15,37.83,23,981.22,0.119,5208.41,20.56,0,1353.8
1366.53,452.21,5.18,65.03,48,857.75,0.355,4759.3,39.21,2,1212.8
1477.17,445.82,7.99,35.07,20,1056.76,0.398,5790.96,28.06,0,659.59
1416.87,437.74,5.37,50.34,38,521.81,0.53,5078.54,40.82,2,952.9
1478.53,430.41,4.69,76.29,4,936.9,0.893,5115.52,34.16,1,575.25
1411.84,436.28,5.92,54.18,15,258.53,0.377,5889.22,22.28,0,380.56
1359.76,450.89,5.48,48.26,24,497.26,0.295,7128.38,92.74,2,0.0
1368.62,458.85,5.42,58.02,25,452.14,0.357,7188.53,20.66,0,0.0
1452.4,455.43,5.61,80.68,1,1314.21,0.531,7010.61,78.89,0,0.0
1462.99,435.11,7.06,41.68,7,1004.19,0.618,6305.67,32.17,0,0.0
1404.78,428.8,3.87,49.49,31,621.39,0.646,8128.12,92.98,0,0.0
1481.93,441.41,5.47,74.97,12,1147.32,0.666,5656.74,91.42,0,260.75
1366.92,422.32,4.07,78.58,42,1296.6,0.694,5488.32,72.31,1,278.99
1446.7,443.23,5.56,58.97,5,1152.55,0.444,8365.88,73.78,0,0.0
1389.45,438.52,4.08,47.61,44,943.39,0.911,911.05,20.43,0,5157.54
1417.41,435.34,4.58,80.96,42,1069.75,0.429,4679.16,98.79,0,1296.74
1452.37,424.05,4.7,75.94,38,1270.45,0.522,6878.74,90.23,0,0.0
1406.98,445.14,5.98,66.79,12,859.23,0.759,6470.39,91.61,1,0.0
1430.77,434.67,5.92,51.88,39,1008.96,0.613,8848.48,72.74,1,0.0
1500.31,428.3,3.75,59.51,18,922.84,0.052,5161.23,47.58,2,1017.76
1421.16,411.28,5.05,58.4,2,515.98,0.501,4353.77,91.49,0,1811.7
1491.78,439.72,4.29,63.31,10,1274.97,0.672,4501.87,43.32,0,1528.85
1393.51,457.72,3.74,74.51,15,1617.18,0.231,5477.1,65.02,2,462.14
1476.49,456.61,4.78,68.79,30,737.86,0.65,7432.47,27.98,1,0.0
1522.08,435.43,4.69,49.23,44,1288.8,0.578,7451.21,93.76,0,0.0
1326.42,433.98,7.43,73.76,17,747.4,0.737,4915.98,31.26,0,977.98
1410.16,444.69,5.43,63.13,4,1039.84,0.362,5379.51,37.99,2,608.37
1478.85,430.02,3.62,66.87,7,1452.4,0.699,4082.6,64.65,1,1799.11
1439.85,443.02,4.44,74.67,41,843.87,0.532,4239.18,81.13,0,1748.21
1468.56,447.66,6.02,48.88,31,995.59,0.853,6569.39,69.55,1,0.0
1419.8,452.27,7.09,59.64,39,459.55,1.057,7403.32,38.57,0,0.0
1454.33,439.0,3.41,54.69,34,800.74,0.808,3954.07,20.08,0,2095.24
1442.22,437.96,3.12,44.32,6,428.12,0.596,5364.43,80.57,0,894.3
1508.39,431.22,6.87,63.47,38,1128.75,0.964,4635.38,98.82,0,1247.85
1462.72,431.73,5.39,85.12,45,1249.49,0.621,6295.81,84.79,0,0.0
1466.88,437.74,4.13,41.6,34,933.51,0.318,4417.23,56.82,0,2007.58
1429.41,443.67,5.53,59.68,44,1085.77,0.492,2110.32,92.3,0,4046.84
1425.62,449.14,2.36,66.41,15,902.28,0.652,6505.54,52.79,1,0.0
1428.37,431.97,5.0,61.23,14,1222.16,0.665,4544.77,61.99,2,1310.32
1469.72,454.93,5.33,58.87,6,1038.84,0.275,4700.83,58.17,0,1573.0
1428.95,437.29,5.92,47.01,37,404.3,0.281,5653.38,55.81,0,735.89
1464.49,439.79,3.99,62.33,32,1281.99,0.432,5529.25,82.02,2,431.6
1553.77,432.53,5.09,52.43,3,883.14,0.607,5684.18,62.14,0,488.04
1493.56,415.76,4.07,38.1,3,618.89,0.633,2555.4,45.34,1,3647.34
1433.7,448.84,5.26,71.95,22,868.32,0.528,5834.46,40.65,1,81.95
1510.06,447.37,4.1,69.58,22,429.38,0.333,2136.42,23.02,0,4001.19
1429.6,437.19,4.59,60.52,10,625.03,0.847,6154.35,66.66,1,0.0
1348.09,440.67,4.0,62.29,3,1042.88,0.286,6677.57,38.4,1,0.0
1399.6,445.16,5.65,70.74,12,1068.01,0.76,2947.22,31.85,0,2965.11
1356.46,424.37,5.86,62.24,29,1091.93,0.648,5492.65,72.31,0,561.03
1432.42,434.71,4.77,69.04,48,1000.96,0.756,6585.77,74.5,0,0.0
1450.92,447.94,5.04,57.03,17,792.14,0.411,4326.49,80.17,0,1897.7
1533.82,427.46,3.55,73.12,7,983.66,0.471,6010.45,60.29,0,22.61
1466.35,442.94,4.7,63.21,13,868.84,0.511,821.89,91.52,0,5290.53
1439.04,426.43,4.95,61.94,2,512.27,0.405,6647.29,94.91,0,0.0
1491.47,444.66,7.62,47.3,4,768.28,0.545,5044.99,84.59,2,1009.49
1339.44,439.64,3.89,62.87,10,1266.86,0.816,4613.26,70.85,0,1350.14
1461.78,423.85,6.46,51.68,39,1476.49,0.241,6476.06,44.3,0,0.0
1488.54,451.65,6.0,53.62,24,1195.38,0.369,7593.93,98.64,0,0.0
1376.07,432.65,5.28,51.85,17,1463.11,0.347,5728.57,41.93,0,579.54
1507.19,431.9,6.76,49.34,6,1025.62,0.481,7413.07,36.21,0,0.0
1466.92,442.01,5.37,81.25,19,1522.71,0.473,2670.08,55.37,0,3281.0
1429.24,451.49,5.39,73.31,5,1616.35,0.654,5998.92,24.55,0,0.0
1481.64,429.84,4.95,79.2,32,479.96,0.507,4801.99,98.28,1,1052.6
1563.53,440.62,6.22,47.77,10,1066.45,0.561,3817.67,67.07,2,2224.33
1459.09,444.29,6.1,60.71,9,1025.93,0.58,2106.98,64.56,0,3996.05
1462.41,446.93,4.37,47.06,27,872.77,0.549,5917.68,72.46,0,337.13
1427.03,441.76,3.68,53.04,13,1147.57,0.641,6312.94,59.76,0,0.0
1407.51,436.33,4.8,50.82,19,1012.34,0.476,7013.03,22.57,1,0.0
1491.52,431.72,4.2,72.4,21,779.37,0.829,6764.74,68.98,0,0.0
1407.2,440.86,4.94,56.04,24,992.02,1.008,3842.44,77.29,2,1893.03
1453.58,429.28,6.24,70.68,38,1361.38,0.641,6936.06,53.34,0,0.0
1426.12,410.79,4.54,66.04,4,1054.76,0.546,7094.52,80.58,0,0.0
1473.95,444.37,4.96,83.04,24,1188.09,0.625,4610.02,38.16,0,1247.15
1466.68,449.04,5.06,45.21,35,916.88,0.28,5042.64,37.7,2,1165.41
1501.88,416.37,5.85,72.59,3,1135.62,0.536,3598.77,32.91,1,2307.3
1424.5,429.9,2.75,71.46,4,637.24,0.354,7221.33,49.76,0,0.0
1436.51,446.19,4.39,50.27,37,850.08,0.602,2732.32,87.76,0,3464.02
1401.06,460.57,5.21,70.07,40,969.2,0.355,5802.46,86.23,0,319.47
1427.79,440.21,6.2,63.36,48,617.1,0.431,4104.76,50.63,0,2046.11
1468.87,432.72,4.51,57.73,35,750.93,0.126,3338.22,67.13,1,2921.72
1487.85,438.17,3.12,51.76,31,1093.93,0.265,2187.91,77.67,1,4061.81
1403.89,453.75,5.62,52.81,44,1038.95,0.571,4676.89,39.3,1,1409.53
1493.48,433.54,4.36,80.5,25,1241.91,0.326,3103.12,33.45,2,2728.78
1517.78,432.01,3.81,60.01,40,819.85,0.713,5084.63,97.77,0,958.93
1470.67,435.17,4.38,67.82,13,1017.28,0.309,7654.01,69.4,1,0.0
1543.84,430.47,4.82,52.09,4,798.44,0.591,5299.26,98.51,1,784.5
1411.31,441.23,4.4,52.2,46,1211.84,0.348,7995.92,47.02,0,0.0
1387.77,456.25,2.79,70.82,14,1357.22,0.577,3526.59,76.24,1,2376.66
1361.06,443.23,5.9,46.5,13,1145.0,0.193,3078.59,37.81,0,3359.85
1524.8,437.48,6.27,55.85,27,1318.36,0.409,3459.48,40.9,1,2677.36
1482.72,437.08,5.65,60.34,6,1009.75,0.331,4902.35,60.95,0,1328.87
1447.22,424.37,3.86,61.11,17,1241.68,0.677,9084.42,45.57,0,0.0
1464.0,448.83,4.8,58.21,36,1022.63,0.592,2506.83,33.41,0,3614.86
1393.73,439.22,4.99,63.96,40,692.52,0.253,5929.49,41.03,0,304.18
1572.29,438.2,5.6,66.93,49,1074.02,0.459,3950.05,22.86,0,2150.98
1456.46,471.93,5.67,67.35,35,701.41,0.346,4664.3,76.35,0,1489.47
1455.47,442.99,4.27,50.14,17,1701.74,0.69,3112.97,59.37,0,3040.58
1486.29,432.48,5.08,57.16,41,899.77,0.754,6318.71,27.54,0,0.0
1474.05,435.74,5.46,71.95,2,1193.51,0.212,4934.11,33.74,1,1140.58
1461.19,451.48,6.46,68.95,13,996.28,0.665,6631.18,28.2,2,0.0
1410.48,441.13,5.7,46.27,2,629.92,0.335,5262.87,69.01,0,1106.75
1473.57,425.62,5.79,63.51,28,430.44,0.449,2102.56,27.54,1,3937.58
1544.1,449.19,5.08,40.22,43,1224.7,0.506,6644.81,80.34,0,0.0
1517.27,433.32,6.41,60.47,26,1464.8,0.863,1980.5,21.64,1,3883.15
1529.66,458.73,5.41,78.98,22,779.56,0.299,2195.15,39.95,0,3865.46
1424.44,450.8,4.14,50.52,47,502.99,0.667,3624.2,91.25,0,2537.12
1400.52,435.53,6.4,51.66,43,902.45,0.266,3644.22,77.48,0,2706.37
1443.71,452.81,5.7,67.64,3,718.86,0.252,7094.03,25.84,0,0.0
1452.79,440.68,4.56,44.57,35,804.91,0.506,4743.27,85.69,1,1458.17
1504.71,448.53,4.52,53.67,12,1183.11,0.504,6871.08,59.44,1,0.0
1365.38,444.85,5.3,65.96,24,984.86,0.0,4148.12,87.74,0,2192.23
1526.48,431.54,5.46,53.66,5,751.15,0.732,5476.47,68.06,0,621.0
1442.1,433.56,5.2,57.64,20,1176.55,0.072,5711.06,74.55,1,576.44
1428.66,450.3,5.31,67.44,39,1200.06,0.471,6044.1,99.48,1,0.0
1399.39,436.65,6.7,64.22,39,898.88,0.766,4302.61,38.59,0,1672.47
1367.26,435.96,6.07,62.67,13,1041.37,0.942,4433.22,69.92,0,1469.18
1491.16,430.45,5.19,56.61,41,1156.15,0.427,4552.8,56.83,0,1667.41
1453.67,444.24,5.94,63.7,45,1127.83,0.213,2521.38,23.16,0,3734.91
1385.5,460.63,3.97,58.76,12,1012.18,0.758,4874.15,21.16,0,1159.17
1385.25,429.32,5.4,64.58,13,1429.78,0.673,4424.47,29.54,0,1593.23
1433.21,440.24,6.81,55.03,10,1174.8,0.402,5870.11,71.93,1,278.48
1533.45,454.12,4.78,58.17,33,864.8,0.377,5136.95,65.37,0,1092.88
1437.02,439.2,4.15,50.1,40,866.6,0.357,7004.57,64.27,2,0.0
1374.84,444.52,4.35,59.65,16,832.57,0.431,5105.13,22.55,1,982.83
1437.71,429.38,3.91,51.89,45,1189.64,0.563,4156.69,57.54,2,1842.8
